-0.933893118 15.494933425 -1.339701551 
-0.909780162 15.520126897 -1.076906729 
-8.206644778 12.615128845 -0.427219542 
-8.160306724 12.631882588 -0.536198498 
-1.028647812 15.398072783 -2.179047686 
-0.888324304 15.473689846 -1.555288874 
-8.190725645 12.586697066 -0.729159709 
-8.176138925 12.612099612 -0.663564886 
-1.011537154 15.531771042 -1.086238205 
-1.014619071 15.530962596 -1.009072213 
-8.123627629 12.708077113 0.071251326 
-8.140316530 12.690204304 -0.170372391 
-0.781427633 15.513618327 0.893399652 
-0.870038064 15.532879810 0.178509728 
-7.877719707 12.839515192 -0.672363179 
-7.837528615 12.883134721 -0.869641557 
-1.071911465 15.566437362 -0.056080816 
-1.143141671 15.559570303 -0.461501329 
-7.880473124 12.824172024 -0.720338637 
-7.828899686 12.861488548 -0.656953576 
-0.943696368 15.533978875 0.847346390 
-0.799769858 15.485685421 1.186810571 
-7.921308151 12.823171364 -0.408043008 
-7.890945198 12.835052451 -0.442234130 
-1.511356376 13.623750453 2.902637017 
-1.523105415 13.621154736 2.892133171 
-5.135879206 12.348574445 -4.249224474 
-5.447979945 12.210684954 -4.207342840 
-2.237172077 13.376914399 3.020279066 
-1.288471404 13.713467926 2.678961587 
-6.327094413 11.849480028 -3.527293911 
-5.659956996 12.131852327 -4.072607707 
-0.489356490 14.022249960 1.973815877 
-0.327276055 14.028165141 1.742562532 
-3.115131263 13.146368975 -4.248828264 
-3.776894587 13.539664587 -4.310761540 
-1.037720960 15.375581018 -2.314437202 
-1.050866197 15.436288877 -1.986908850 
-8.213627832 12.616919039 -0.386609921 
-8.187463191 12.675394158 -0.065417541 
-0.834462190 15.527411659 -0.763231323 
-0.985506083 15.472598255 -1.611079526 
-8.152250980 12.676410089 0.151381793 
-8.235932906 12.615236674 0.033718983 
-0.930867792 15.532626185 -0.842845196 
-0.962596417 15.519048385 -1.108544947 
-8.125288178 12.735296706 0.253601803 
-8.096626041 12.740329785 0.337860885 
-1.086186986 15.525687838 -0.345753814 
-1.040063518 15.557044655 0.700668972 
-7.309611963 13.139749755 -1.502654480 
-7.147358633 13.205830149 -1.616344837 
-1.059549815 15.529183425 -0.473379544 
-1.085762209 15.561021445 -0.134275855 
-7.849783511 12.853650545 -0.905950339 
-7.521347312 13.045788558 -1.238656017 
-1.141675632 15.569962648 0.464933562 
-0.849634552 15.524907959 0.716623995 
-7.299396053 13.163018165 -1.405309986 
-7.348574839 13.142149428 -1.277487993 
-3.137611361 13.061563000 3.542151536 
-3.128648183 13.085305574 3.485373137 
-6.828593678 11.679131425 -3.129073412 
-6.551889640 11.783230443 -3.352272573 
-3.609817168 12.930612121 3.643397296 
-2.900159722 13.161943636 3.400116824 
-6.556225256 11.770050459 -3.366743877 
-6.150890663 11.941375954 -3.609302045 
-1.717761915 13.598498842 2.950649770 
-0.984759030 13.859400022 2.309344416 
-5.660889168 12.136403797 -4.010381335 
-5.720850817 12.080952846 -3.810981996 
-0.990350602 15.393660225 -2.043223147 
-0.946432898 15.415440520 -1.856748773 
-8.040337398 12.694933578 0.133225288 
-7.646769341 12.955276345 0.829118699 
-0.970876264 15.384146754 -2.069634721 
-1.067974757 15.440204831 -1.772389001 
-8.069051000 12.665754840 0.082828229 
-8.218278847 12.547185013 -0.373102324 
-0.842748688 15.424750456 -1.660301056 
-1.011677578 15.307988116 -2.488983433 
-7.964935479 12.768951908 0.336357410 
-7.800341136 12.800535779 0.898009879 
-1.343078501 15.359316226 2.548574603 
-1.159594742 15.437871147 2.033466772 
-7.792069371 12.860064493 -0.905622068 
-7.506808594 13.034977503 -1.210690621 
-1.210681548 15.384781651 2.364852129 
-1.365203975 15.267733519 2.918098272 
-7.840864992 12.819640273 -0.810953066 
-7.863147468 12.835332924 -0.684252570 
-0.792501998 15.489006974 1.147448632 
-0.892987905 15.474299469 1.522145323 
-7.514980619 13.015351786 -1.412022595 
-7.643026345 12.968111958 -1.022671815 
-1.421484396 13.608354644 2.853887819 
-1.142556891 13.715396632 2.594915332 
-7.143324450 11.587917893 -2.743842785 
-7.075350870 11.615830636 -2.818342872 
-0.937449623 13.753234281 2.465732998 
-0.285970514 13.989757120 1.601650746 
-6.963990961 11.637676176 -2.986404175 
-6.715620245 11.713462018 -3.245137531 
-2.394535116 13.329428313 3.412923149 
-1.104902046 13.748083384 2.552270493 
-7.281017670 11.530762101 -2.553484789 
-6.829060163 11.663129037 -3.145502562 
-1.404981115 15.246086027 -2.568795853 
-1.478655642 15.298499478 -2.450956297 
-8.214571408 12.461891002 0.328694340 
-8.320880123 12.337404951 -0.025079760 
-1.009744097 15.387981098 -1.868000035 
-1.610956090 15.050505894 -3.515075476 
-8.203280426 12.556157613 0.004875708 
-8.228538465 12.542145896 0.024859268 
-3.883220416 14.444615974 -3.570008261 
-5.879592921 13.657937074 -3.848046311 
-7.087543843 13.261964710 -3.109900515 
-5.557489536 13.771301636 -3.801968136 
-0.968080223 15.343551388 2.291990878 
-0.752677575 15.335375125 2.119690083 
-7.812853379 12.641338352 1.862949807 
-8.051629238 12.549949328 1.461991175 
-1.774843285 14.994186528 3.805313305 
-1.425562327 15.210302159 3.162718823 
-8.121841412 12.711980027 -0.066042484 
-7.632980859 12.962850891 -0.965311744 
-2.610943951 15.724606009 2.010769065 
-1.974807985 15.772938337 1.486327101 
-7.587386226 13.606376323 -0.366804951 
-7.555831933 13.492816187 -0.833489616 
-5.777002961 11.845568445 3.625875238 
-3.943801732 12.580452530 3.750812595 
-5.691854248 11.890232256 -4.605311393 
-4.175088870 12.389514210 -4.889691942 
-1.847169965 13.692683456 3.680727544 
-0.746652608 14.012966957 2.124990872 
-6.385668614 12.023458409 -3.505813231 
-5.387689076 12.411813935 -3.923513818 
-0.776234557 15.058473105 1.099972027 
-4.195275038 12.420754028 3.810442401 
-7.228937741 11.512794766 -2.757238063 
-6.886056670 11.704912891 3.000875992 
-0.648096831 15.392404662 -0.656741408 
-0.701318278 15.389220021 0.116157806 
-6.920691239 13.210379400 1.455268016 
-6.718411633 13.319437711 1.611544382 
-1.515850801 15.339798854 -1.852179691 
-0.483104618 15.530928002 -1.288719879 
-7.148912017 12.936709380 1.885841786 
-7.997751467 12.965524167 -1.207714953 
-0.783241066 15.399045134 -1.429604951 
-0.878374118 15.312419218 -2.172935801 
-7.784811533 12.802806449 0.745297753 
-7.801266728 12.780982185 0.776363027 
-1.491860200 14.270771388 4.855899089 
-3.309665140 15.772980460 -0.204411109 
-2.598357412 14.265765321 -2.549531728 
-2.881644838 14.137163052 -3.138898551 
-0.400456700 15.293739661 0.473475382 
-0.707430909 15.292144662 -0.536030806 
-7.793651112 12.693760065 -0.496484578 
-7.816283098 12.650395829 -0.330344441 
-0.528703177 15.270264123 0.626577224 
-0.419911245 15.235559803 0.838897178 
-7.738205619 12.597133405 -0.622543858 
-7.015513549 12.958328266 -1.511742406 
-1.986292400 13.434157068 2.865400891 
-1.713440708 13.538571031 2.629869771 
-3.302876535 13.087521485 -4.361141087 
-3.278384676 13.085855993 -4.316567893 
-1.992583378 13.418564005 2.863170378 
-2.674948034 13.195001595 3.320067243 
-5.300744678 12.206728564 -4.027326182 
-5.508772507 12.161634806 -4.149325432 
-3.417764333 12.962036492 3.632939397 
-3.087049465 13.060992765 3.638398393 
-4.914545324 12.387877081 -4.324347580 
-5.021846179 12.357858873 -4.309127796 
-0.857772111 15.360084413 -2.152122940 
-1.666953391 15.127064045 -3.425341347 
-8.026484168 12.717982986 -0.244853386 
-8.241400891 12.207556852 0.164780809 
-1.029362348 15.619406549 -0.899533557 
-0.926292675 15.532222806 -0.016541526 
-7.505931791 13.168887885 1.003691855 
-7.685361553 12.964674450 0.879308438 
-0.916426057 15.453171055 -1.732664493 
-0.931131947 15.486436581 -1.500494083 
-7.799538880 12.871620620 0.907380875 
-7.899929613 12.854201272 0.522514122 
-0.983769815 15.386046444 1.581812740 
-1.031253072 15.454939248 1.269650493 
